"","sample","intercept","coefYear","df.residual","adj.r.square","df","fstat","pvalue"
"37","ANWC145","0.0294340431052632","0.000455131924561403","17","0.10151224728778","17","3.03366205678853","0.0996165136596972"
"38","ANWC146","0.0294340431052632","0.000455131924561403","17","0.10151224728778","17","3.03366205678853","0.0996165136596972"
"39","ANWC147","0.018362972368421","-6.25594912280702e-05","17","-0.053463655412201","17","0.0864935942730077","0.772243696969783"
"40","ANWC148","0.018362972368421","-6.25594912280702e-05","17","-0.053463655412201","17","0.0864935942730077","0.772243696969783"
"41","ANWC150","0.0179619319473684","-6.98882614035089e-05","17","-0.0525149188609575","17","0.101895353160205","0.753455880773685"
"42","ANWC151","0.018362972368421","-6.25594912280702e-05","17","-0.053463655412201","17","0.0864935942730077","0.772243696969783"
"43","ANWC152","0.0161300235789474","-7.075800877193e-05","17","-0.0529663771266704","17","0.0945629328814053","0.762189927161397"
"44","ANWC153","0.0161300235789474","-7.075800877193e-05","17","-0.0529663771266704","17","0.0945629328814053","0.762189927161397"
"45","ANWC154","0.0161300235789474","-7.075800877193e-05","17","-0.0529663771266704","17","0.0945629328814053","0.762189927161397"
"46","ANWC155","0.0161263772105263","-5.52498140350877e-05","17","-0.0551662139910754","17","0.0589237613252889","0.811109669544286"
"47","ANWC156","0.0161263772105263","-5.52498140350877e-05","17","-0.0551662139910754","17","0.0589237613252889","0.811109669544286"
"48","ANWC157","0.0162883275263158","-7.5974861403509e-05","17","-0.0521729526934167","17","0.107453631004767","0.747064493992896"
"49","ANWC158","0.0221754347894737","-0.000200151829824562","17","-0.0219574081930705","17","0.61325849364497","0.444336926357083"
"50","ANWC159","0.0221754347894737","-0.000200151829824562","17","-0.0219574081930705","17","0.61325849364497","0.444336926357083"
"51","ANWC160","0.0197977361578947","-9.92800421052631e-05","17","-0.0489921870599197","17","0.159327039841736","0.694746522765397"
"52","ANWC161","0.0197977361578947","-9.92800421052631e-05","17","-0.0489921870599197","17","0.159327039841736","0.694746522765397"
"53","ANWC162","0.0213830946842105","-0.000187000519298246","17","-0.0351650919419908","17","0.388530718546191","0.541346063896149"
"54","ANWC163","0.0217677726842105","-0.00017423653508772","17","-0.0383955748268159","17","0.334434425919089","0.570641929229956"
"55","ANWC168","0.0162012447368421","0.000162482785964912","17","-0.0156399097463313","17","0.722816745647308","0.40703668730249"
"56","ANWC170","0.0189859267894737","0.000272122936842105","17","-0.00598508799862518","17","0.892909362911552","0.35792794231922"
"57","ANWC66","0.0258422017894738","0.00134589977632621","17","0.249459821409939","17","6.98272672598847","0.0171056107803057"
"58","ANWC67","0.0258422017894738","0.00134589977632621","17","0.249459821409939","17","6.98272672598847","0.0171056107803057"
"59","ANWC68","0.0263761535263159","0.00129563513887569","17","0.314159794646414","17","9.24518052382196","0.0073862875913024"
"60","ANWC69","0.0263761535263159","0.00129563513887569","17","0.314159794646414","17","9.24518052382196","0.0073862875913024"
"61","ANWC71","0.00902578273684213","0.000229994439328537","17","0.0497407652112555","17","1.94219949780508","0.181383027598359"
"62","ANWC72","0.00609966110526316","0.000110515745353455","17","-0.00135854275812486","17","0.975579406773829","0.337143186434771"
"63","ANWC73","0.00609966110526316","0.000110515745353455","17","-0.00135854275812486","17","0.975579406773829","0.337143186434771"
"64","ANWC75","0.00852005226315789","0.000363409696664019","17","0.0762257501241187","17","2.48528009134103","0.133341513392416"
"65","ANWC77","0.00757755926315789","0.00039042919070691","17","0.480907244208754","17","17.6758836434981","0.000596105339752105"
"66","ANWC78","0.0104904371578947","0.000531472908101668","17","0.528632866774044","17","21.1867948170486","0.000253482115154259"
"67","ANWC79","0.0110331687894737","0.000304313930579825","17","0.129032753576999","17","3.66667842438931","0.0724923178348794"
"68","ANWC80","0.0150555335789474","0.000569927547418586","17","0.208511987540872","17","5.74197425185832","0.0283410666127328"
"69","ANWC81","0.00875258378947368","2.52411035742652e-05","17","-0.0559226539891815","17","0.0467031197764421","0.831474604287158"
"70","ANWC84","0.0252028492","-0.00019619990075188","18","-0.0447932345994073","18","0.185416377896959","0.671871093399094"
"71","ANWC85","0.02712023225","-0.000133966787218045","18","-0.0505416921679851","18","0.0859076242752659","0.772797940667222"
"72","ANWC88","0.00983346431578947","0.000156051984563189","17","0.00318466324945466","17","1.05750707917181","0.318194748614452"
"73","ANWC90","0.0118442740526316","0.000292884975572519","17","0.121861945918475","17","3.49791592146273","0.0787659698748193"
"74","ANWC92","0.0146293706842105","0.00030860723884648","17","0.0914155607754099","17","2.81103706262202","0.111908753529079"
"75","ANWC94","0.010943468","0.000311670565903308","17","0.156702294471552","17","4.34477525789115","0.0525187035873484"
"76","SAM11","0.00469364321052632","-4.19039866828088e-05","17","-0.0447851576168223","17","0.228422387870048","0.638783920526313"
"77","SAM12","0.00486076631578948","-5.47631646489105e-05","17","-0.0341928403323768","17","0.404877792632002","0.53305515939005"
"78","SAM14","0.00473056552631579","5.71385331734615e-06","17","-0.0584913355477954","17","0.00533523090631074","0.942624701850759"
"79","SAM15","0.00473056552631579","5.71385331734615e-06","17","-0.0584913355477954","17","0.00533523090631074","0.942624701850759"
"80","SAM16","0.004799673","5.32550863309347e-06","17","-0.0585467639682926","17","0.00444478477397281","0.947622845770218"
"81","SAM17","0.00634015821052632","8.62867061159651e-05","17","-0.0259330057835767","17","0.545005276686797","0.470435261378652"
"82","SAM18","0.00634015821052632","8.62867061159651e-05","17","-0.0259330057835767","17","0.545005276686797","0.470435261378652"
"83","SAM19","0.0123224745263158","0.000136285256632248","17","-0.0187341014904339","17","0.668987396873768","0.424721183909599"
"84","SAM20","0.0087786044736842","7.89183787732039e-05","17","-0.0409153170157572","17","0.292472985799591","0.595655962455303"
"85","SAM21","0.0087786044736842","7.89183787732039e-05","17","-0.0409153170157572","17","0.292472985799591","0.595655962455303"
"86","SAM25","0.00902766557894737","9.57614207425342e-05","17","-0.02950847780785","17","0.484071659446369","0.495986064394957"
"87","SAM26","0.00899415678947369","0.000105216362469734","17","-0.0251316270378381","17","0.558720778142193","0.464990649390248"
"88","SAM27","0.00899415678947369","0.000105216362469734","17","-0.0251316270378381","17","0.558720778142193","0.464990649390248"
"89","SAM28","0.00903253947368422","0.000144520546246973","17","0.0102510850550165","17","1.1864306474138","0.291251129388798"
"90","SAM29","0.00909823","3.26784619787408e-05","17","-0.0548866724795767","17","0.0634443202224573","0.804152456292645"
"91","SAM30","0.00909823","3.26784619787408e-05","17","-0.0548866724795767","17","0.0634443202224573","0.804152456292645"
"92","SAM31","0.00904747736842105","5.0113447424366e-05","17","-0.0505529354447087","17","0.133834376827888","0.719001666113473"
"93","SAM32","0.00914131652631578","5.65050300081764e-05","17","-0.0483616988802871","17","0.169646715656509","0.685572696378814"
"94","SAM33","0.00542188336842105","9.34575949957591e-05","17","0.0594311044871949","17","2.1373540905648","0.161989654778868"
"95","SAM34","0.00550774194736842","9.4691835538592e-05","17","0.0515196793064772","17","1.97772637690418","0.177646408545702"
"96","SAM35","0.00677582578947368","8.29645045801526e-05","17","0.00216709710148799","17","1.03909246499436","0.322321129960971"
"97","SAM36","0.00714937389473684","6.75931972858352e-05","17","-0.0255326572271204","17","0.551854514969013","0.467703090670957"
"98","SAM37","0.00550774194736842","9.4691835538592e-05","17","0.0515196793064772","17","1.97772637690418","0.177646408545702"
"99","SAM38","0.00592680731578947","0.000110618035368957","17","0.0898718913323001","17","2.7774355374536","0.113917642774672"
"100","SAM39","0.00716308421052632","6.80052764206954e-05","17","-0.02666029262151","17","0.532576383214525","0.475462199916479"
"101","SAM41","0.00763602825","8.0499417293233e-05","18","0.0106113479009039","18","1.20377796904121","0.287029350112532"
"102","SAM44","0.00888841947368422","0.000150336050605327","17","0.0172751134799909","17","1.31641820300386","0.267127331952357"
"103","SAM45","0.00890354110526317","0.000147858004035513","17","0.00640200571124061","17","1.115978598452","0.305568053106403"
"104","SAM46","0.00884590663157895","0.000145034742292171","17","-0.00120217566018743","17","0.978386820954416","0.336467913670353"
"105","SAM8","0.00480989152631579","-6.22092405165456e-05","17","-0.0274436079244285","17","0.519209678439066","0.480970713871883"
"106","WAM55","0.0142468343157895","0.000279147994369973","17","0.0817983957767306","17","2.60353795638015","0.125032761702377"
"107","WAM56","0.0110514565789474","0.000263642447296206","17","0.0320121078705127","17","1.59527391443048","0.223623516799663"
"108","WAM57","0.0110514565789474","0.000263642447296206","17","0.0320121078705127","17","1.59527391443048","0.223623516799663"
"109","WAM58","0.0071608862631579","5.51556299435029e-05","17","-0.0339220438174495","17","0.409436337714938","0.530785481286278"
"110","WAM59","0.0411045519473684","0.000587343552248568","17","0.0660819524532129","17","2.27363974524568","0.149949291145409"
"111","WAM60","0.0411045519473684","0.000587343552248568","17","0.0660819524532129","17","2.27363974524568","0.149949291145409"
"112","WAM63","0.0105219065263158","0.000361480860997547","17","0.130546533646197","17","3.70266057536809","0.071231573839191"
"113","WAM64","0.0105219065263158","0.000361480860997547","17","0.130546533646197","17","3.70266057536809","0.071231573839191"
