"","sample","intercept","coefYear","df.residual","adj.r.square","df","fstat","pvalue"
"67","ANWC79","152.6","1.46466165413534","18","-0.000422617129802072","18","0.991973666599744","0.33246196305185"
"68","ANWC80","150.4","0.882706766917292","18","-0.0366388501297608","18","0.328466078250574","0.573654590932633"
"69","ANWC81","42.95","1.1796992481203","18","0.185714226910092","18","5.33333164830101","0.03299394981526"
"70","ANWC84","130.6","1.61654135338346","18","0.0519110148433827","18","2.04031298482108","0.17030091498375"
"71","ANWC85","112.15","1.3390977443609","18","0.0313089652900771","18","1.61409708482499","0.220093294963315"
"72","ANWC88","32.25","-0.7796992481203","18","0.124065082204617","18","3.69110925252368","0.0706840347504478"
"73","ANWC90","8.15","0.00827067669172936","18","-0.0554145604798959","18","0.00240465828017249","0.96142958753373"
"74","ANWC92","4.75","-0.0323308270676691","18","-0.0520574379930756","18","0.0598504547857705","0.809499579369372"
"75","ANWC94","30.35","0.104511278195489","18","-0.0499285594878418","18","0.0964693533703441","0.759676177064896"
"76","SAM11","118.65","-0.644360902255639","18","0.0572099223315103","18","2.1529486256228","0.159552073063381"
"77","SAM12","118.95","-0.77669172932331","18","0.112816784201901","18","3.41609496400114","0.0810616424426226"
"78","SAM14","126.05","-0.527067669172935","18","0.0132774266098189","18","1.25566568799557","0.277201815285699"
"79","SAM15","126.05","-0.527067669172935","18","0.0132774266098189","18","1.25566568799557","0.277201815285699"
"80","SAM16","120.7","-0.490225563909773","18","0.00213272277426568","18","1.04060833904055","0.32119580758414"
"81","SAM17","100","-0.0210526315789473","18","-0.0554402438019932","18","0.0019665836851593","0.965116723322583"
"82","SAM18","100","-0.0210526315789473","18","-0.0554402438019932","18","0.0019665836851593","0.965116723322583"
"83","SAM19","17.85","-0.193233082706767","18","-0.0360621037427404","18","0.338669015460679","0.567816467777344"
"84","SAM20","40.35","-0.130075187969925","18","-0.0475120844224499","18","0.138215570539914","0.714401843555625"
"85","SAM21","40.35","-0.130075187969925","18","-0.0475120844224499","18","0.138215570539914","0.714401843555625"
"86","SAM25","28.4","0.264661654135338","18","-0.00767061791604062","18","0.855367678868936","0.367272075947382"
"87","SAM26","28.25","0.307518796992481","18","0.00954015339894232","18","1.18300884705416","0.291094383346806"
"88","SAM27","28.25","0.307518796992481","18","0.00954015339894232","18","1.18300884705416","0.291094383346806"
"89","SAM28","28","-0.819548872180451","18","-0.0261439364683282","18","0.515920939310089","0.481806919928809"
"90","SAM29","29.15","0.342105263157894","18","0.0227933813361308","18","1.44317571853804","0.245195253919371"
"91","SAM30","29.15","0.342105263157894","18","0.0227933813361308","18","1.44317571853804","0.245195253919371"
"92","SAM31","29.15","0.342105263157894","18","0.0227933813361308","18","1.44317571853804","0.245195253919371"
"93","SAM32","28.45","0.357142857142857","18","0.0311221443899695","18","1.61031505672829","0.220612075325191"
"94","SAM33","54.65","-0.107518796992481","18","-0.0511847158045753","18","0.0748442346380844","0.787524362010448"
"95","SAM34","52.3","-0.0436090225563915","18","-0.0548039956890312","18","0.0128252051117821","0.911087126704547"
"96","SAM35","44.55","0.107518796992482","18","-0.0504227667009538","18","0.0879552522200173","0.770187737946046"
"97","SAM36","39.45","0.300000000000001","18","-0.00808945990958843","18","0.847533632286994","0.369425369524017"
"98","SAM37","52.3","-0.0436090225563915","18","-0.0548039956890312","18","0.0128252051117821","0.911087126704547"
"99","SAM38","57.6","-0.284210526315789","18","-0.0303421083837305","18","0.440477046798348","0.515303684600811"
"100","SAM39","39.75","0.28796992481203","18","-0.0139101106369932","18","0.739333793666554","0.401181740414762"
"101","SAM41","44.25","0.909022556390978","18","0.202954591678826","18","5.83803959177171","0.0265287649458113"
"102","SAM44","27.55","-0.707518796992481","18","-0.0342273360947167","18","0.371202671691848","0.549962962814562"
"103","SAM45","27.35","-0.633834586466165","18","-0.0390046418082841","18","0.286732547154353","0.598876451342407"
"104","SAM46","28.05","-0.775187969924812","18","-0.0284102258753056","18","0.475117732156569","0.499432124106275"
"105","SAM8","117.6","-0.861654135338345","18","0.153509408684312","18","4.44561273914289","0.0492662406472339"
"106","WAM55","35.6","-0.27218045112782","18","-0.0175649160891711","18","0.672027405409286","0.423068419228154"
"107","WAM56","138.1","-0.151879699248122","18","-0.0501935900306654","18","0.091902464806708","0.765248171991242"
"108","WAM57","138.1","-0.151879699248122","18","-0.0501935900306654","18","0.091902464806708","0.765248171991242"
"109","WAM58","25.8","0.369924812030075","18","0.0304247012088044","18","1.59620879748894","0.222560858524076"
"110","WAM59","89.2","-0.61654135338346","18","-0.0444982771431517","18","0.190551785272107","0.667648855706826"
"111","WAM60","89.2","-0.61654135338346","18","-0.0444982771431517","18","0.190551785272107","0.667648855706826"
"112","WAM63","141.05","-0.242857142857143","18","-0.0490223815798421","18","0.112101642088644","0.741634092307012"
"113","WAM64","141.05","-0.242857142857143","18","-0.0490223815798421","18","0.112101642088644","0.741634092307012"
