"","sample","intercept","coefYear","df.residual","adj.r.square","df","fstat","pvalue"
"26","ANWC134","20.5873087385","0.0129390442631583","18","-0.0473052105843419","18","0.141798406024343","0.710901778229177"
"27","ANWC135","20.7749796045","0.0109615891954884","18","-0.05002009774278","18","0.0948917462095749","0.76158426914081"
"28","ANWC136","20.7749796045","0.0109615891954884","18","-0.05002009774278","18","0.0948917462095749","0.76158426914081"
"29","ANWC137","27.414389778","-0.0475818436090229","18","0.298427281799893","18","9.08201089795044","0.00746074539207271"
"30","ANWC138","27.414389778","-0.0475818436090229","18","0.298427281799893","18","9.08201089795044","0.00746074539207271"
"31","ANWC139","27.432912627","-0.0486441551578944","18","0.294239981364474","18","8.92133232020351","0.00790808958023642"
"32","ANWC140","27.8162874465","-0.0184861777518796","18","-0.0132073177556244","18","0.752331992713274","0.397155084404834"
"33","ANWC141","27.3070906875","-0.0272228258421056","18","0.0467117253997924","18","1.93101195749866","0.181597893120671"
"34","ANWC142","27.3070906875","-0.0272228258421056","18","0.0467117253997924","18","1.93101195749866","0.181597893120671"
"35","ANWC143","27.3070906875","-0.0272228258421056","18","0.0467117253997924","18","1.93101195749866","0.181597893120671"
"36","ANWC144","26.923700403","-0.0744345269624059","18","0.278685054286147","18","8.34078236268424","0.00979503327425631"
"37","ANWC145","26.95027367","-0.0492977944360902","18","0.135756719938131","18","3.98455045972684","0.0612751047211837"
"38","ANWC146","26.95027367","-0.0492977944360902","18","0.135756719938131","18","3.98455045972684","0.0612751047211837"
"39","ANWC147","27.6586049735","-0.0213904825639098","18","-0.0129063649211685","18","0.75790365033269","0.39544778238364"
"40","ANWC148","27.6586049735","-0.0213904825639098","18","-0.0129063649211685","18","0.75790365033269","0.39544778238364"
"41","ANWC150","27.3686110435","-0.0226029803533835","18","-0.00889233148998625","18","0.832534857252592","0.373599915644697"
"42","ANWC151","27.6586049735","-0.0213904825639098","18","-0.0129063649211685","18","0.75790365033269","0.39544778238364"
"43","ANWC152","27.612853156","-0.0203893446165413","18","-0.0202846400005274","18","0.6222542760128","0.440477576127777"
"44","ANWC153","27.612853156","-0.0203893446165413","18","-0.0202846400005274","18","0.6222542760128","0.440477576127777"
"45","ANWC154","27.612853156","-0.0203893446165413","18","-0.0202846400005274","18","0.6222542760128","0.440477576127777"
"46","ANWC155","27.778653076","-0.0207048677894737","18","-0.0186258354063726","18","0.652580112912707","0.429738784765594"
"47","ANWC156","27.778653076","-0.0207048677894737","18","-0.0186258354063726","18","0.652580112912707","0.429738784765594"
"48","ANWC157","27.821128837","-0.0220230309624065","18","-0.0137899652359725","18","0.741554613412953","0.400489385832229"
"49","ANWC158","26.377679164","-0.0378295435789472","18","0.0238909323989173","18","1.46503790472413","0.24178515904488"
"50","ANWC159","26.377679164","-0.0378295435789472","18","0.0238909323989173","18","1.46503790472413","0.24178515904488"
"51","ANWC160","26.586129997","-0.027631395218045","18","-0.011771510052033","18","0.778943478081206","0.389099363289333"
"52","ANWC161","26.586129997","-0.027631395218045","18","-0.011771510052033","18","0.778943478081206","0.389099363289333"
"53","ANWC162","26.294005149","-0.0480085662706769","18","0.0665795974074205","18","2.35524394712973","0.14225227459837"
"54","ANWC163","26.2248532945","-0.0485441077218048","18","0.0701542118673146","18","2.43349579305593","0.136176748080387"
"55","ANWC168","22.7033086835","-0.0820622166090226","18","0.0917355333400977","18","2.91901719977174","0.104727644886757"
"56","ANWC170","22.7854235285","-0.0679631589398497","18","0.0748943811779074","18","2.53819543782697","0.128530041096001"
"57","ANWC66","27.0118644555","-0.0755128009849622","18","0.144916593728187","18","4.22005462933786","0.0547640215305199"
"58","ANWC67","27.0118644555","-0.0755128009849622","18","0.144916593728187","18","4.22005462933786","0.0547640215305199"
"59","ANWC68","27.085027568","-0.0705470255639096","18","0.132059617605306","18","3.89090447385105","0.0641102407116837"
"60","ANWC69","27.085027568","-0.0705470255639096","18","0.132059617605306","18","3.89090447385105","0.0641102407116837"
"61","ANWC71","21.2265597155","-0.181686302082707","18","0.132631167731748","18","3.90532942060321","0.0636637690074348"
"62","ANWC72","20.827419445","0.0180927160451128","18","0.00206404790336623","18","1.03929802316628","0.321492299883616"
"63","ANWC73","20.827419445","0.0180927160451128","18","0.00206404790336623","18","1.03929802316628","0.321492299883616"
"64","ANWC75","21.6066125925","0.0393430908496241","18","0.0676073652280872","18","2.37768134520699","0.140477269057284"
"65","ANWC77","21.606759159","-0.0054476814436092","18","-0.0522472598813493","18","0.0565925181334546","0.814651902783908"
"66","ANWC78","22.871007619","-0.0430790486466168","18","0.0811295070137897","18","2.67756027103717","0.119136117140011"
"67","ANWC79","25.6886765355","-0.0328928481127817","18","0.0478421152209423","18","1.95467380329349","0.179075401322483"
"68","ANWC80","26.0110611375","-0.0324647034060153","18","0.0336000608164886","18","1.66059726375051","0.21384012575097"
"69","ANWC81","21.833994715","0.0403922664661655","18","0.121087522843655","18","3.61762461431094","0.0732968963575334"
"70","ANWC84","27.510949247","-0.0341514506165413","18","-0.0165847122359528","18","0.690031210689733","0.417036445808879"
"71","ANWC85","27.3876123825","-0.0381411846842109","18","-0.00339811492275688","18","0.935654469973414","0.346215930151414"
"72","ANWC88","17.163954592","-0.0784988817744358","18","0.18608009731616","18","5.34382036530736","0.0328424981878547"
"73","ANWC90","16.802026312","-0.0284114764511279","18","0.0571361696443945","18","2.15137222183405","0.159696665292778"
"74","ANWC92","16.1541310345","-0.024596046082707","18","0.0367579632901155","18","1.72505276544793","0.205540504382448"
"75","ANWC94","17.8967193285","-0.0371011663233083","18","0.0651876705461097","18","2.32493517827225","0.14469334085659"
"76","SAM11","23.149927021","-0.0775813001654139","18","0.0732783876582676","18","2.50238145627025","0.13108607841315"
"77","SAM12","23.056561478","-0.0742325596842103","18","0.0618039617494287","18","2.25163102951147","0.15081079667527"
"78","SAM14","23.4160600185","-0.0679437517669174","18","0.0834979761831767","18","2.73099622941742","0.115753653126573"
"79","SAM15","23.4160600185","-0.0679437517669174","18","0.0834979761831767","18","2.73099622941742","0.115753653126573"
"80","SAM16","23.1749198825","-0.0687953148496241","18","0.0800995228839824","18","2.65440824595173","0.120638229252033"
"81","SAM17","22.063289802","-0.0557522810676692","18","0.0146780379846289","18","1.28303715177273","0.272198533415809"
"82","SAM18","22.063289802","-0.0557522810676692","18","0.0146780379846289","18","1.28303715177273","0.272198533415809"
"83","SAM19","14.9734267655","-0.0962753936466165","18","0.22356267267798","18","6.47074519914205","0.0203633704417466"
"84","SAM20","17.580009671","-0.0775179924511278","18","0.0532104003624905","18","2.0678165531966","0.167596096507895"
"85","SAM21","17.580009671","-0.0775179924511278","18","0.0532104003624905","18","2.0678165531966","0.167596096507895"
"86","SAM25","16.803617025","-0.0510284906616544","18","0.0352519096778461","18","1.69426028472927","0.2094536223952"
"87","SAM26","16.85223531","-0.0649194292330827","18","0.0465525601641064","18","1.92768474292643","0.181956122564659"
"88","SAM27","16.85223531","-0.0649194292330827","18","0.0465525601641064","18","1.92768474292643","0.181956122564659"
"89","SAM28","16.8195058225","-0.16063451987218","18","0.00158834830626786","18","1.03022662823285","0.32355542314028"
"90","SAM29","16.8373061605","-0.0465078059172932","18","0.0388166245846293","18","1.76729985762524","0.200320638185612"
"91","SAM30","16.8373061605","-0.0465078059172932","18","0.0388166245846293","18","1.76729985762524","0.200320638185612"
"92","SAM31","16.8210485585","-0.0361556466240602","18","0.0177609489370419","18","1.34355998108465","0.261553607493644"
"93","SAM32","16.783482389","-0.0359242012330827","18","0.017282266179971","18","1.33413771433943","0.263174187655399"
"94","SAM33","19.5073674415","0.0268167847744363","18","0.0698279342432808","18","2.42632831006703","0.136720011267951"
"95","SAM34","19.3154414905","0.0281961988045114","18","0.0866554287446268","18","2.80266374593424","0.111395221809394"
"96","SAM35","19.0483442545","-0.00646100603759398","18","-0.0522143811193969","18","0.0571567362412159","0.813748555626948"
"97","SAM36","18.8887022425","-0.00917122981202961","18","-0.0479801305711087","18","0.130114728077652","0.722511604010154"
"98","SAM37","19.3154414905","0.0281961988045114","18","0.0866554287446268","18","2.80266374593424","0.111395221809394"
"99","SAM38","19.815681155","0.000509575503759093","18","-0.0555391039477209","18","0.000280547579826338","0.98682067662946"
"100","SAM39","18.9917892525","-0.0105034747142858","18","-0.0456849112079409","18","0.169909306668511","0.685059967998919"
"101","SAM41","19.5595364405","-0.0460965932706769","18","-0.000180629645628594","18","0.996568656535411","0.331374066003175"
"102","SAM44","16.7337217525","-0.153226415616542","18","-0.00738012741818217","18","0.860804856946268","0.365788356442384"
"103","SAM45","16.730428829","-0.14989191843609","18","-0.00817098147173878","18","0.846009604703755","0.369846414659829"
"104","SAM46","16.8152958595","-0.16867529256391","18","0.00447226560378999","18","1.08535477569949","0.311294243494212"
"105","SAM8","23.014009062","-0.0725713351729324","18","0.0565328187902895","18","2.13848534258315","0.160884726464222"
"106","WAM55","20.3060559515","-0.0891452995563912","18","0.108991872731515","18","3.32416014907435","0.0849210711175996"
"107","WAM56","25.8109673265","-0.0294897252857148","18","-0.0154757579040634","18","0.710441733454966","0.410358028255592"
"108","WAM57","25.8109673265","-0.0294897252857148","18","-0.0154757579040634","18","0.710441733454966","0.410358028255592"
"109","WAM58","21.973793633","0.0570527907819549","18","0.243731421042732","18","7.12334973138368","0.015648499206076"
"110","WAM59","26.5727198405","-0.0224044300676693","18","0.0218553785574405","18","1.42453046664915","0.248153146641384"
"111","WAM60","26.5727198405","-0.0224044300676693","18","0.0218553785574405","18","1.42453046664915","0.248153146641384"
"112","WAM63","24.7600565005","-0.111011779240601","18","0.192887748896463","18","5.54071564893477","0.0301415495518699"
"113","WAM64","24.7600565005","-0.111011779240601","18","0.192887748896463","18","5.54071564893477","0.0301415495518699"
